score,school,subject,helper
1930,75.4,20,3,0.0
1931,74.7,20,3,0.0
1932,75.0,20,3,0.0
1933,73.7,20,3,0.0
1934,74.5,20,3,0.0
1935,71.0,20,3,0.0
1936,66.1,20,4,0.0
1937,65.5,20,4,0.0
1938,70.5,20,4,0.0
1939,72.9,20,4,0.0
1940,65.2,20,4,0.0
1941,65.3,20,4,0.0
1942,78.4,20,5,0.0
1943,79.2,20,5,0.0
1944,75.2,20,5,0.0
1945,84.8,20,5,0.0
1946,84.3,20,5,0.0
1947,84.1,20,5,0.0
1948,69.0,20,6,0.0
1949,76.3,20,6,0.0
1950,76.2,20,6,0.0
1951,69.0,20,6,0.0
1952,73.4,20,6,0.0
1953,77.0,20,6,0.0
1954,67.8,20,7,0.0
1955,58.7,20,7,0.0
1956,60.0,20,7,0.0
1957,62.2,20,7,0.0
1958,64.4,20,7,0.0
1959,62.0,20,7,0.0
1960,63.3,20,7,0.0
1961,59.4,20,7,0.0
1962,73.0,20,8,0.0
1963,73.0,20,8,0.0
1964,70.5,20,8,0.0
1965,78.4,20,8,0.0
1966,78.9,20,8,0.0
1967,77.1,20,8,0.0
1968,72.5,20,8,0.0
1969,73.9,20,8,0.0
1970,77.6,20,9,0.0
1971,75.5,20,9,0.0
1972,77.8,20,9,0.0
1973,77.2,20,9,0.0
1974,75.3,20,9,0.0
1975,73.9,20,9,0.0
1976,61.0,20,10,0.0
1977,62.6,20,10,0.0
1978,61.6,20,10,0.0
1979,59.7,20,10,0.0
1980,62.4,20,10,0.0
1981,60.8,20,10,0.0
1982,62.9,20,10,0.0
1983,61.8,20,10,0.0
1984,61.0,20,10,0.0
1985,62.2,20,10,0.0
1986,81.9,20,11,0.0
1987,76.9,20,11,0.0
1988,77.0,20,11,0.0
1989,76.2,20,11,0.0
1990,77.6,20,11,0.0
1991,80.0,20,12,0.0
1992,81.4,20,12,0.0
1993,78.0,20,12,0.0
1994,76.3,20,12,0.0
1995,76.1,20,12,0.0
1996,81.1,20,12,0.0
1997,64.6,20,13,0.0
1998,65.7,20,13,0.0
1999,67.4,20,13,0.0
2000,80.6,20,14,0.0
2001,68.0,20,14,0.0
2002,76.4,20,14,0.0
2003,69.3,20,14,0.0
2004,78.4,20,14,0.0
2005,79.7,20,14,0.0
2006,81.1,20,14,0.0
2007,69.2,20,15,0.0
2008,67.6,20,15,0.0
2009,62.5,20,15,0.0
2010,63.9,20,15,0.0
2011,69.9,20,15,0.0
2012,66.1,20,15,0.0
2013,70.9,21,1,0.0
2014,75.6,21,1,0.0
2015,75.4,21,1,0.0
2016,69.9,21,1,0.0
2017,67.4,21,1,0.0
2018,65.4,21,1,0.0
2019,73.1,21,1,0.0
2020,68.2,21,1,0.0
2021,82.3,21,2,0.0
2022,82.2,21,2,0.0
2023,84.9,21,2,0.0
2024,80.2,21,2,0.0
2025,86.2,21,2,0.0
2026,82.3,21,2,0.0
2027,78.2,21,2,0.0
2028,78.4,21,3,0.0
2029,69.1,21,4,0.0
2030,63.8,21,4,0.0
2031,68.3,21,4,0.0
2032,67.2,21,4,0.0
2033,71.2,21,4,0.0
2034,68.3,21,4,0.0
2035,68.6,21,4,0.0
2036,72.4,21,4,0.0
2037,83.7,21,5,0.0
2038,86.7,21,5,0.0
2039,82.6,21,5,0.0
2040,87.4,21,5,0.0
2041,88.4,21,5,0.0
2042,82.3,21,5,0.0
2043,79.4,21,6,0.0
2044,77.0,21,6,0.0
2045,79.8,21,6,0.0
2046,71.6,21,6,0.0
2047,73.6,21,6,0.0
2048,77.2,21,6,0.0
2049,70.9,21,6,0.0
2050,74.5,21,6,0.0
2051,81.7,21,6,0.0
2052,61.1,21,7,0.0
2053,64.7,21,7,0.0
2054,66.9,21,7,0.0
2055,65.8,21,7,0.0
2056,65.0,21,7,0.0
2057,64.8,21,7,0.0
2058,64.5,21,7,0.0
2059,61.9,21,7,0.0
2060,79.1,21,8,0.0
2061,76.5,21,8,0.0
2062,76.0,21,8,0.0
2063,71.9,21,8,0.0
2064,79.7,21,8,0.0
2065,79.1,21,8,0.0
2066,75.5,21,8,0.0
2067,76.9,21,8,0.0
2068,85.5,21,9,0.0
2069,80.9,21,9,0.0
2070,78.2,21,9,0.0
2071,84.0,21,9,0.0
2072,82.1,21,9,0.0
2073,79.8,21,9,0.0
2074,78.3,21,9,0.0
2075,80.4,21,9,0.0
2076,66.6,21,10,0.0
2077,67.2,21,10,0.0
2078,85.8,21,11,0.0
2079,84.6,21,11,0.0
2080,82.3,21,11,0.0
2081,78.0,21,11,0.0
2082,77.6,21,11,0.0
2083,74.7,21,12,0.0
2084,79.0,21,12,0.0
2085,87.1,21,12,0.0
2086,74.4,21,12,0.0
2087,78.9,21,12,0.0
2088,82.2,21,12,0.0
2089,72.1,21,13,0.0
2090,74.0,21,13,0.0
2091,81.0,21,13,0.0
2092,81.8,21,14,0.0
2093,83.7,21,14,0.0
2094,80.5,21,14,0.0
2095,80.7,21,14,0.0
2096,81.4,21,14,0.0
2097,63.2,21,15,0.0
2098,71.9,21,15,0.0
2099,75.7,21,15,0.0
2100,72.0,21,15,0.0
2101,65.4,22,1,0.0
2102,67.3,22,1,0.0
2103,77.9,22,2,0.0
2104,79.3,22,2,0.0
2105,78.3,22,2,0.0
2106,76.5,22,2,0.0
2107,76.4,22,2,0.0
2108,69.3,22,3,0.0
2109,75.8,22,3,0.0
2110,74.4,22,3,0.0
2111,69.9,22,3,0.0
2112,72.4,22,3,0.0
2113,72.3,22,3,0.0
2114,66.7,22,3,0.0
2115,73.9,22,3,0.0
2116,72.8,22,3,0.0
2117,77.4,22,3,0.0
2118,75.4,22,3,0.0
2119,57.9,22,4,0.0
2120,60.7,22,4,0.0
2121,63.6,22,4,0.0
2122,79.9,22,5,0.0
2123,74.7,22,5,0.0
2124,78.8,22,5,0.0
2125,75.8,22,5,0.0
2126,84.7,22,5,0.0
2127,82.8,22,5,0.0
2128,78.4,22,5,0.0
2129,76.4,22,6,0.0
2130,68.0,22,6,0.0
2131,72.3,22,6,0.0
2132,74.3,22,6,0.0
2133,76.4,22,6,0.0
2134,69.1,22,6,0.0
2135,64.4,22,7,0.0
2136,64.4,22,7,0.0
2137,60.4,22,7,0.0
2138,55.8,22,7,0.0
2139,53.8,22,7,0.0
2140,68.2,22,7,0.0
2141,63.9,22,7,0.0
2142,73.2,22,8,0.0
2143,71.2,22,8,0.0
2144,62.2,22,8,0.0
2145,72.6,22,8,0.0
2146,73.0,22,8,0.0
2147,62.9,22,8,0.0
2148,70.1,22,8,0.0
2149,72.8,22,8,0.0
2150,74.5,22,8,0.0
2151,73.0,22,9,0.0
2152,78.5,22,9,0.0
2153,71.8,22,9,0.0
2154,75.8,22,9,0.0
2155,78.2,22,9,0.0
2156,74.9,22,9,0.0
2157,76.8,22,9,0.0
2158,59.0,22,10,0.0
2159,50.6,22,10,0.0
2160,57.9,22,10,0.0
2161,57.4,22,10,0.0
2162,64.3,22,10,0.0
2163,62.5,22,10,0.0
2164,59.6,22,10,0.0
2165,71.6,22,11,0.0
2166,75.8,22,11,0.0
2167,70.9,22,11,0.0
2168,75.6,22,11,0.0
2169,72.1,22,11,0.0
2170,71.4,22,11,0.0
2171,74.1,22,11,0.0
2172,70.9,22,11,0.0
2173,70.9,22,11,0.0
2174,73.4,22,12,0.0
2175,77.8,22,12,0.0
2176,79.2,22,12,0.0
2177,76.8,22,12,0.0
2178,72.4,22,12,0.0
2179,72.4,22,12,0.0
2180,79.2,22,12,0.0
2181,58.0,22,13,0.0
2182,68.1,22,13,0.0
2183,63.8,22,13,0.0
2184,69.1,22,13,0.0
2185,62.5,22,13,0.0
2186,59.3,22,13,0.0
2187,75.1,22,14,0.0
2188,72.9,22,14,0.0
2189,72.4,22,14,0.0
2190,74.5,22,14,0.0
2191,72.6,22,14,0.0
2192,64.0,22,15,0.0
2193,62.9,22,15,0.0
2194,71.6,22,15,0.0
2195,63.9,22,15,0.0
2196,61.3,22,15,0.0
2197,65.9,22,15,0.0
2198,75.4,23,1,0.0
2199,83.2,23,2,0.0
2200,84.1,23,2,0.0
2201,78.8,23,3,0.0
2202,81.7,23,3,0.0
2203,84.1,23,3,0.0
2204,80.2,23,3,0.0
2205,71.5,23,4,0.0
2206,72.5,23,4,0.0
2207,74.0,23,4,0.0
2208,71.7,23,4,0.0
2209,69.9,23,4,0.0
2210,70.6,23,4,0.0
2211,76.3,23,4,0.0
2212,85.3,23,5,0.0
2213,85.1,23,5,0.0
2214,83.9,23,5,0.0
2215,84.9,23,5,0.0
2216,87.3,23,5,0.0
2217,81.4,23,6,0.0
2218,79.0,23,6,0.0
2219,80.4,23,6,0.0
2220,81.1,23,6,0.0
2221,79.5,23,6,0.0
2222,84.6,23,6,0.0
2223,65.3,23,7,0.0
2224,72.5,23,7,0.0
2225,65.4,23,7,0.0
2226,73.6,23,7,0.0
2227,65.7,23,7,0.0
2228,69.9,23,7,0.0
2229,80.6,23,8,0.0
2230,80.8,23,8,0.0
2231,71.6,23,8,0.0
2232,77.3,23,8,0.0
2233,80.1,23,9,0.0
2234,82.1,23,9,0.0
2235,85.4,23,9,0.0
2236,81.1,23,9,0.0
2237,81.1,23,9,0.0
2238,86.6,23,9,0.0
2239,89.2,23,9,0.0
2240,81.7,23,9,0.0
2241,76.5,23,9,0.0
2242,65.1,23,10,0.0
2243,67.7,23,10,0.0
2244,71.3,23,10,0.0
2245,68.2,23,10,0.0
2246,70.9,23,10,0.0
2247,66.3,23,10,0.0
2248,76.3,23,10,0.0
2249,82.6,23,11,0.0
2250,85.2,23,11,0.0
2251,79.6,23,11,0.0
2252,82.2,23,11,0.0
2253,78.5,23,11,0.0
2254,78.7,23,11,0.0
2255,83.9,23,12,0.0
2256,85.0,23,12,0.0
2257,78.1,23,12,0.0
2258,82.6,23,12,0.0
2259,81.5,23,12,0.0
2260,82.2,23,12,0.0
2261,71.6,23,13,0.0
2262,75.2,23,13,0.0
2263,70.3,23,13,0.0
2264,76.7,23,13,0.0
2265,73.6,23,13,0.0
2266,75.2,23,13,0.0
2267,78.7,23,13,0.0
2268,72.6,23,13,0.0
2269,76.9,23,14,0.0
2270,74.1,23,14,0.0
2271,88.2,23,14,0.0
2272,82.1,23,14,0.0
2273,81.8,23,14,0.0
2274,79.3,23,14,0.0
2275,79.6,23,14,0.0
2276,80.5,23,14,0.0
2277,79.9,23,14,0.0
2278,77.8,23,14,0.0
2279,87.6,23,14,0.0
2280,81.9,23,14,0.0
2281,72.9,23,15,0.0
2282,74.3,23,15,0.0
2283,74.1,23,15,0.0
2284,73.1,23,15,0.0
2285,72.0,23,15,0.0
2286,65.7,23,15,0.0
2287,71.6,23,15,0.0
2288,71.8,23,15,0.0
2289,65.8,23,15,0.0
2290,72.8,23,15,0.0
2291,73.7,23,15,0.0
2292,82.1,24,1,0.0
2293,75.7,24,1,0.0
2294,68.7,24,1,0.0
2295,72.8,24,1,0.0
2296,77.3,24,2,0.0
2297,85.5,24,2,0.0
2298,82.3,24,2,0.0
2299,78.3,24,2,0.0
2300,81.6,24,2,0.0
2301,83.5,24,2,0.0
2302,81.2,24,2,0.0
2303,81.0,24,3,0.0
2304,80.4,24,3,0.0
2305,80.9,24,3,0.0
2306,80.0,24,3,0.0
2307,81.0,24,3,0.0
2308,83.2,24,3,0.0
2309,71.9,24,4,0.0
2310,75.2,24,4,0.0
2311,73.9,24,4,0.0
2312,78.4,24,4,0.0
2313,69.3,24,4,0.0
2314,68.8,24,4,0.0
2315,70.5,24,4,0.0
2316,73.3,24,4,0.0
2317,89.8,24,5,0.0
2318,88.0,24,5,0.0
2319,83.6,24,5,0.0
2320,88.0,24,5,0.0
2321,86.2,24,5,0.0
2322,84.8,24,5,0.0
2323,85.3,24,5,0.0
2324,83.8,24,5,0.0
2325,91.3,24,5,0.0
2326,80.4,24,5,0.0
2327,79.9,24,5,0.0
2328,85.4,24,5,0.0
2329,75.3,24,6,0.0
2330,78.2,24,6,0.0
2331,78.4,24,6,0.0
2332,79.9,24,6,0.0
2333,79.4,24,6,0.0
2334,75.2,24,6,0.0
2335,68.7,24,7,0.0
2336,68.3,24,7,0.0
2337,62.0,24,7,0.0
2338,69.5,24,7,0.0
2339,66.7,24,7,0.0
2340,70.2,24,7,0.0
2341,68.9,24,7,0.0
2342,74.5,24,8,0.0
2343,75.0,24,8,0.0
2344,80.8,24,8,0.0
2345,80.1,24,8,0.0
2346,75.2,24,8,0.0
2347,78.5,24,8,0.0
2348,83.8,24,9,0.0
2349,82.5,24,9,0.0
2350,67.3,24,10,0.0
2351,59.6,24,10,0.0
2352,70.9,24,10,0.0
2353,62.5,24,10,0.0
2354,72.9,24,10,0.0
2355,68.1,24,10,0.0
2356,66.1,24,10,0.0
2357,68.6,24,10,0.0
2358,80.3,24,11,0.0
2359,79.4,24,11,0.0
2360,82.8,24,11,0.0
2361,82.1,24,11,0.0
2362,81.9,24,11,0.0
2363,85.1,24,11,0.0
2364,82.4,24,11,0.0
2365,81.6,24,11,0.0
2366,80.6,24,11,0.0
2367,84.9,24,12,0.0
2368,89.1,24,12,0.0
2369,83.4,24,12,0.0
2370,82.2,24,12,0.0
2371,82.2,24,12,0.0
2372,87.7,24,12,0.0
2373,75.6,24,12,0.0
2374,83.2,24,12,0.0
2375,85.3,24,12,0.0
2376,75.4,24,13,0.0
2377,73.6,24,13,0.0
2378,75.3,24,13,0.0
2379,72.2,24,13,0.0
2380,69.4,24,13,0.0
2381,75.9,24,13,0.0
2382,71.2,24,13,0.0
2383,70.7,24,13,0.0
2384,74.9,24,14,0.0
2385,81.7,24,14,0.0
2386,74.6,24,14,0.0
2387,84.1,24,14,0.0
2388,78.6,24,14,0.0
2389,81.9,24,14,0.0
2390,77.1,24,14,0.0
2391,69.8,24,15,0.0
2392,71.3,24,15,0.0
2393,68.8,24,15,0.0
2394,72.1,24,15,0.0
2395,68.4,24,15,0.0
2396,71.0,25,1,0.0
2397,75.0,25,1,0.0
2398,84.3,25,2,0.0
2399,85.3,25,2,0.0
2400,88.2,25,2,0.0
2401,83.8,25,2,0.0
2402,91.6,25,2,0.0
2403,86.5,25,2,0.0
2404,83.0,25,2,0.0
2405,85.0,25,2,0.0
2406,77.3,25,2,0.0
2407,84.8,25,2,0.0
2408,88.7,25,2,0.0
2409,79.8,25,3,0.0
2410,86.0,25,3,0.0
2411,87.3,25,3,0.0
2412,84.2,25,3,0.0
2413,84.0,25,3,0.0
2414,81.8,25,3,0.0
2415,74.4,25,4,0.0
2416,72.0,25,4,0.0
2417,67.8,25,4,0.0
2418,68.7,25,4,0.0
2419,73.0,25,4,0.0
2420,68.4,25,4,0.0
2421,75.3,25,4,0.0
2422,85.7,25,5,0.0
2423,88.3,25,5,0.0
2424,93.6,25,5,0.0
2425,85.3,25,5,0.0
2426,92.8,25,5,0.0
2427,88.1,25,5,0.0
2428,86.0,25,5,0.0
2429,91.7,25,5,0.0
2430,89.1,25,5,0.0
2431,84.8,25,5,0.0
2432,84.0,25,6,0.0
2433,76.4,25,6,0.0
2434,71.2,25,6,0.0
2435,77.6,25,6,0.0
2436,75.8,25,6,0.0
2437,82.1,25,6,0.0
2438,73.8,25,6,0.0
2439,81.6,25,6,0.0
2440,72.5,25,7,0.0
2441,71.9,25,7,0.0
2442,65.4,25,7,0.0
2443,72.0,25,7,0.0
2444,69.6,25,7,0.0
2445,78.0,25,8,0.0
2446,86.2,25,8,0.0
2447,85.3,25,8,0.0
2448,76.9,25,8,0.0
2449,79.7,25,8,0.0
2450,82.2,25,8,0.0
2451,81.5,25,9,0.0
2452,78.4,25,9,0.0
2453,80.3,25,9,0.0
2454,85.5,25,9,0.0
2455,85.2,25,9,0.0
2456,85.5,25,9,0.0
2457,72.2,25,10,0.0
2458,68.6,25,10,0.0
2459,66.9,25,10,0.0
2460,72.0,25,10,0.0
2461,67.8,25,10,0.0
2462,74.2,25,10,0.0
2463,72.4,25,10,0.0
2464,69.1,25,10,0.0
2465,70.3,25,10,0.0
2466,85.2,25,11,0.0
2467,85.9,25,11,0.0
2468,76.6,25,11,0.0
2469,79.9,25,11,0.0
2470,85.5,25,11,0.0
2471,84.8,25,11,0.0
2472,78.8,25,11,0.0
2473,82.1,25,12,0.0
2474,85.4,25,12,0.0
2475,83.9,25,12,0.0
2476,84.6,25,12,0.0
2477,92.7,25,12,0.0
2478,83.4,25,12,0.0
2479,83.4,25,12,0.0
2480,85.0,25,12,0.0
2481,84.3,25,12,0.0
2482,73.6,25,13,0.0
2483,69.5,25,13,0.0
2484,73.8,25,13,0.0
2485,69.5,25,13,0.0
2486,73.1,25,13,0.0
2487,77.1,25,13,0.0
2488,73.7,25,13,0.0
2489,75.9,25,13,0.0
2490,78.1,25,13,0.0
2491,72.7,25,13,0.0
2492,83.2,25,14,0.0
2493,78.1,25,14,0.0
2494,78.0,25,14,0.0
2495,79.8,25,14,0.0
2496,82.0,25,14,0.0
2497,80.8,25,14,0.0
2498,84.3,25,14,0.0
2499,80.9,25,14,0.0
2500,75.2,25,14,0.0
2501,76.6,25,14,0.0
2502,84.2,25,14,0.0
2503,80.7,25,14,0.0
2504,85.8,25,14,0.0
2505,80.4,25,14,0.0
2506,76.1,25,15,0.0
2507,74.0,25,15,0.0
2508,72.2,25,15,0.0
2509,70.7,25,15,0.0
2510,72.5,25,15,0.0
2511,72.9,25,15,0.0
2512,65.7,25,15,0.0
2513,69.2,26,1,0.0
2514,64.9,26,1,0.0
2515,63.4,26,1,0.0
2516,70.4,26,1,0.0
2517,79.6,26,2,0.0
2518,74.0,26,2,0.0
2519,80.7,26,2,0.0
2520,77.8,26,2,0.0
2521,76.5,26,2,0.0
2522,75.4,26,2,0.0
2523,75.0,26,3,0.0
2524,73.8,26,3,0.0
2525,76.5,26,3,0.0
2526,78.8,26,3,0.0
2527,63.5,26,4,0.0
2528,67.5,26,4,0.0
2529,62.0,26,4,0.0
2530,66.9,26,4,0.0
2531,65.5,26,4,0.0
2532,66.8,26,4,0.0
2533,68.8,26,4,0.0
2534,69.6,26,4,0.0
2535,79.5,26,5,0.0
2536,85.0,26,5,0.0
2537,84.4,26,5,0.0
2538,77.9,26,5,0.0
2539,87.3,26,5,0.0
2540,77.7,26,5,0.0
2541,81.5,26,5,0.0
2542,69.6,26,6,0.0
2543,70.1,26,6,0.0
2544,73.5,26,6,0.0
2545,68.3,26,6,0.0
2546,74.9,26,6,0.0
2547,75.8,26,6,0.0
2548,75.8,26,6,0.0
2549,73.7,26,6,0.0
2550,74.8,26,6,0.0
2551,76.0,26,6,0.0
2552,71.6,26,6,0.0
2553,62.9,26,7,0.0
2554,62.5,26,7,0.0
2555,58.8,26,7,0.0
2556,63.0,26,7,0.0
2557,57.2,26,7,0.0
2558,68.9,26,8,0.0
2559,71.7,26,8,0.0
2560,75.2,26,8,0.0
2561,69.6,26,8,0.0
2562,70.5,26,8,0.0
2563,74.4,26,8,0.0
2564,77.8,26,9,0.0
2565,78.4,26,9,0.0
2566,82.9,26,9,0.0
2567,72.1,26,9,0.0
2568,81.2,26,9,0.0
2569,81.7,26,9,0.0
2570,76.4,26,9,0.0
2571,76.9,26,9,0.0
2572,75.5,26,9,0.0
2573,60.0,26,10,0.0
2574,64.5,26,10,0.0
2575,60.8,26,10,0.0
2576,59.6,26,10,0.0
2577,61.6,26,10,0.0
2578,76.0,26,11,0.0
2579,77.9,26,11,0.0
2580,73.7,26,11,0.0
2581,72.2,26,11,0.0
2582,73.3,26,11,0.0
2583,76.1,26,11,0.0
2584,80.7,26,11,0.0
2585,70.5,26,11,0.0
2586,72.3,26,11,0.0
2587,74.4,26,11,0.0
2588,75.1,26,11,0.0
2589,76.2,26,11,0.0
2590,76.8,26,12,0.0
2591,77.0,26,12,0.0
2592,78.9,26,12,0.0
2593,82.0,26,12,0.0
2594,77.0,26,12,0.0
2595,81.4,26,12,0.0
2596,74.1,26,12,0.0
2597,76.8,26,12,0.0
2598,61.6,26,13,0.0
2599,63.9,26,13,0.0
2600,76.7,26,13,0.0
2601,62.5,26,13,0.0
2602,68.0,26,13,0.0
2603,69.8,26,13,0.0
2604,63.0,26,13,0.0
2605,76.0,26,14,0.0
2606,73.1,26,14,0.0
2607,75.4,26,14,0.0
2608,71.5,26,14,0.0
2609,69.7,26,14,0.0
2610,73.4,26,14,0.0
2611,74.1,26,14,0.0
2612,70.6,26,15,0.0
2613,65.9,26,15,0.0
2614,67.4,26,15,0.0
2615,71.6,26,15,0.0
2616,67.7,26,15,0.0
2617,68.1,26,15,0.0
2618,64.0,26,15,0.0
2619,66.9,26,15,0.0
2620,67.3,26,15,0.0
2621,67.9,26,15,0.0
2622,71.0,27,1,0.0
2623,78.2,27,1,0.0
2624,75.1,27,2,0.0
2625,86.1,27,2,0.0
2626,77.3,27,2,0.0
2627,79.6,27,2,0.0
2628,82.8,27,2,0.0
2629,77.7,27,2,0.0
2630,74.7,27,3,0.0
2631,70.8,27,3,0.0
2632,74.1,27,3,0.0
2633,78.7,27,3,0.0
2634,73.0,27,3,0.0
2635,78.8,27,3,0.0
2636,80.4,27,3,0.0
2637,68.3,27,4,0.0
2638,73.8,27,4,0.0
2639,62.4,27,4,0.0
2640,79.3,27,5,0.0
2641,84.0,27,5,0.0
2642,81.0,27,5,0.0
2643,87.2,27,5,0.0
2644,81.9,27,5,0.0
2645,82.6,27,5,0.0
2646,87.8,27,5,0.0
2647,67.9,27,6,0.0
2648,69.0,27,6,0.0
2649,70.5,27,6,0.0
2650,78.2,27,6,0.0
2651,67.8,27,6,0.0
2652,76.8,27,6,0.0
2653,75.7,27,6,0.0
2654,62.4,27,7,0.0
2655,55.7,27,7,0.0
2656,66.4,27,7,0.0
2657,66.2,27,7,0.0
2658,67.0,27,7,0.0
2659,67.8,27,7,0.0
2660,63.3,27,7,0.0
2661,61.8,27,7,0.0
2662,64.1,27,7,0.0
2663,75.2,27,8,0.0
2664,71.3,27,8,0.0
2665,73.6,27,8,0.0
2666,68.1,27,8,0.0
2667,75.4,27,8,0.0
2668,72.5,27,8,0.0
2669,72.1,27,8,0.0
2670,77.6,27,9,0.0
2671,79.8,27,9,0.0
2672,78.0,27,9,0.0
2673,75.7,27,9,0.0
2674,61.9,27,10,0.0
2675,57.7,27,10,0.0
2676,64.9,27,10,0.0
2677,67.0,27,10,0.0
2678,62.8,27,10,0.0
2679,65.8,27,10,0.0
2680,66.1,27,10,0.0
2681,61.3,27,10,0.0
2682,77.1,27,11,0.0
2683,79.5,27,11,0.0
2684,68.4,27,11,0.0
2685,74.3,27,11,0.0
2686,77.9,27,11,0.0
2687,75.9,27,11,0.0
2688,74.8,27,11,0.0
2689,76.3,27,12,0.0
2690,76.6,27,12,0.0
2691,79.2,27,12,0.0
2692,80.8,27,12,0.0
2693,81.7,27,12,0.0
2694,81.4,27,12,0.0
2695,82.3,27,12,0.0
2696,78.0,27,12,0.0
2697,83.7,27,12,0.0
2698,72.1,27,13,0.0
2699,67.5,27,13,0.0
2700,73.1,27,13,0.0
2701,70.2,27,13,0.0
2702,77.1,27,13,0.0
2703,65.4,27,13,0.0
2704,70.6,27,13,0.0
2705,71.4,27,14,0.0
2706,80.7,27,14,0.0
2707,77.5,27,14,0.0
2708,79.3,27,14,0.0
2709,70.8,27,14,0.0
2710,80.7,27,14,0.0
2711,78.7,27,14,0.0
2712,78.0,27,14,0.0
2713,80.3,27,14,0.0
2714,75.8,27,14,0.0
2715,68.8,27,15,0.0
2716,66.3,27,15,0.0
2717,69.2,27,15,0.0
2718,73.8,27,15,0.0
2719,67.7,27,15,0.0
2720,66.9,27,15,0.0
2721,69.7,27,15,0.0
2722,65.2,28,1,0.0
2723,66.8,28,1,0.0
2724,74.2,28,1,0.0
2725,64.0,28,1,0.0
2726,62.9,28,1,0.0
2727,64.3,28,1,0.0
2728,71.2,28,1,0.0
2729,64.9,28,1,0.0
2730,67.5,28,1,0.0
2731,65.1,28,1,0.0
2732,72.5,28,2,0.0
2733,75.2,28,2,0.0
2734,78.9,28,2,0.0
2735,74.3,28,2,0.0
2736,72.4,28,2,0.0
2737,76.0,28,2,0.0
2738,79.5,28,2,0.0
2739,67.4,28,3,0.0
2740,74.3,28,3,0.0
2741,76.8,28,3,0.0
2742,73.5,28,3,0.0
2743,76.9,28,3,0.0
2744,73.1,28,3,0.0
2745,74.6,28,3,0.0
2746,76.5,28,3,0.0
2747,67.9,28,3,0.0
2748,71.1,28,3,0.0
2749,59.2,28,4,0.0
2750,66.5,28,4,0.0
2751,65.0,28,4,0.0
2752,62.0,28,4,0.0
2753,65.9,28,4,0.0
2754,58.2,28,4,0.0
2755,65.9,28,4,0.0
2756,73.5,28,5,0.0
2757,79.9,28,5,0.0
2758,78.8,28,5,0.0
2759,70.8,28,6,0.0
2760,67.0,28,6,0.0
2761,74.7,28,6,0.0
2762,64.7,28,7,0.0
2763,63.7,28,7,0.0
2764,61.9,28,7,0.0
2765,56.4,28,7,0.0
2766,61.5,28,7,0.0
2767,64.3,28,7,0.0
2768,60.5,28,7,0.0
2769,59.1,28,7,0.0
2770,66.5,28,7,0.0
2771,63.1,28,7,0.0
2772,71.8,28,8,0.0
2773,77.6,28,8,0.0
2774,75.5,28,8,0.0
2775,77.3,28,8,0.0
2776,68.6,28,8,0.0
2777,74.4,28,9,0.0
2778,76.4,28,9,0.0
2779,75.7,28,9,0.0
2780,75.3,28,9,0.0
2781,75.5,28,9,0.0
2782,76.4,28,9,0.0
2783,61.4,28,10,0.0
2784,67.5,28,10,0.0
2785,72.9,28,11,0.0
2786,79.4,28,11,0.0
2787,75.6,28,11,0.0
2788,75.3,28,11,0.0
2789,73.1,28,11,0.0
2790,72.5,28,11,0.0
2791,73.6,28,11,0.0
2792,67.5,28,11,0.0
2793,83.6,28,12,0.0
2794,77.2,28,12,0.0
2795,75.5,28,12,0.0
2796,76.4,28,12,0.0
2797,75.1,28,12,0.0
2798,65.6,28,13,0.0
2799,66.2,28,13,0.0
2800,73.1,28,13,0.0
2801,68.5,28,14,0.0
2802,73.4,28,14,0.0
2803,77.3,28,14,0.0
2804,73.3,28,14,0.0
2805,68.6,28,15,0.0
2806,62.8,28,15,0.0
2807,63.9,28,15,0.0
2808,64.2,28,15,0.0
2809,68.9,28,15,0.0
2810,65.2,28,15,0.0
2811,62.8,28,15,0.0
2812,65.0,28,15,0.0
2813,68.1,29,1,0.0
2814,66.1,29,1,0.0
2815,71.2,29,1,0.0
2816,67.2,29,1,0.0
2817,64.3,29,1,0.0
2818,65.5,29,1,0.0
2819,72.9,29,2,0.0
2820,77.6,29,2,0.0
2821,78.5,29,2,0.0
2822,72.9,29,3,0.0
2823,70.2,29,3,0.0
2824,72.8,29,3,0.0
2825,72.8,29,3,0.0
2826,72.0,29,3,0.0
2827,65.9,29,3,0.0
2828,76.3,29,3,0.0
2829,69.0,29,3,0.0
2830,62.8,29,4,0.0
2831,63.2,29,4,0.0
2832,70.5,29,4,0.0
2833,60.0,29,4,0.0
2834,66.8,29,4,0.0
2835,60.2,29,4,0.0
2836,66.0,29,4,0.0
2837,80.5,29,5,0.0
2838,76.4,29,5,0.0
2839,81.9,29,5,0.0
2840,80.1,29,5,0.0
2841,77.8,29,5,0.0
2842,76.9,29,5,0.0
2843,74.4,29,5,0.0
2844,82.9,29,5,0.0
2845,73.9,29,5,0.0
2846,74.7,29,5,0.0
2847,76.2,29,5,0.0
2848,78.5,29,5,0.0
2849,75.6,29,5,0.0
2850,68.8,29,6,0.0
2851,67.6,29,6,0.0
2852,71.4,29,6,0.0
2853,70.6,29,6,0.0
2854,70.5,29,6,0.0
2855,67.6,29,6,0.0
2856,72.6,29,6,0.0
2857,59.9,29,7,0.0
2858,61.0,29,7,0.0
2859,59.3,29,7,0.0
2860,57.7,29,7,0.0
2861,58.5,29,7,0.0
